module,user_id,completion_percentage,last_updated,compliance_score
baling,49,54.45,2023-04-23 00:00:00,89.57
segregation,17,94.75,2023-05-11 00:00:00,71.95
segregation,31,56.16,2023-04-01 00:00:00,81.05
segregation,63,66,2023-06-16 00:00:00,92.37
baling,85,53.1,2023-11-22 00:00:00,82.1
baling,48,85.94,2023-03-23 00:00:00,91.45
dispatch,99,87.18,2023-08-02 00:00:00,89.93
segregation,42,76.21,2024-03-22 00:00:00,78.63
dispatch,20,91.58,2023-03-05 00:00:00,75.91
segregation,79,79.49,2023-08-14 00:00:00,89.96
segregation,68,68.43,2023-01-22 00:00:00,90.65
dispatch,42,66.28,2023-06-24 00:00:00,84.46
dispatch,79,96.03,2023-09-09 00:00:00,96.15
inward,35,80.53,2024-01-02 00:00:00,79.36
baling,22,81.29,2023-03-05 00:00:00,94.09
segregation,59,81.66,2023-12-08 00:00:00,96.2
inward,64,74,2023-09-13 00:00:00,76.27
segregation,92,64.51,2023-08-27 00:00:00,83.73
dispatch,68,80.25,2023-12-04 00:00:00,90.77
baling,54,72.81,2023-11-18 00:00:00,89.35
inward,98,51.56,2023-07-15 00:00:00,95.63
inward,72,63.28,2023-01-22 00:00:00,86.07
dispatch,40,64.57,2023-06-11 00:00:00,89.47
inward,96,71.47,2023-02-26 00:00:00,94.73
inward,91,60.38,2023-11-02 00:00:00,84.35
segregation,2,80.65,2023-07-30 00:00:00,86.16
segregation,38,57.83,2024-01-21 00:00:00,94.95
inward,83,85.18,2023-11-24 00:00:00,99.92
baling,13,95.19,2023-09-26 00:00:00,79.11
baling,7,51.43,2024-01-09 00:00:00,90.53
inward,90,73.4,2023-12-20 00:00:00,78.39
segregation,82,98.32,2024-01-31 00:00:00,78.25
dispatch,26,69.51,2023-10-03 00:00:00,82
inward,7,94.95,2024-01-09 00:00:00,94.41
baling,96,97.81,2023-05-06 00:00:00,92.62
segregation,43,96.65,2023-01-23 00:00:00,86.48
dispatch,43,56.17,2023-02-12 00:00:00,87.87
segregation,16,68.42,2023-09-11 00:00:00,77.94
inward,88,97.51,2023-08-23 00:00:00,75.78
baling,63,99.59,2023-10-13 00:00:00,76.44
dispatch,9,51.35,2023-08-07 00:00:00,70.61
baling,55,96.57,2023-04-02 00:00:00,87.84
inward,78,88.07,2023-05-10 00:00:00,86.14
dispatch,69,98.28,2024-02-25 00:00:00,89.82
dispatch,63,93.32,2023-11-16 00:00:00,71.71
baling,43,58.07,2023-01-26 00:00:00,73.77
dispatch,85,86.66,2023-04-25 00:00:00,82.55
segregation,37,76.45,2023-11-23 00:00:00,77.76
segregation,10,55.73,2024-02-16 00:00:00,79.35
dispatch,27,98.44,2023-07-10 00:00:00,81.29
inward,32,55.06,2023-07-19 00:00:00,79.46
inward,64,70.26,2023-02-16 00:00:00,80.35
baling,79,97.68,2024-01-24 00:00:00,86.24
baling,27,68.38,2023-04-19 00:00:00,74.39
baling,39,96.51,2024-01-18 00:00:00,83.24
dispatch,30,92.87,2023-05-04 00:00:00,81.01
segregation,47,52.42,2023-09-30 00:00:00,76.1
baling,30,99.43,2024-03-17 00:00:00,71.46
dispatch,47,63.26,2023-11-24 00:00:00,90.22
segregation,70,79.35,2023-12-07 00:00:00,84.54
inward,80,84.11,2023-12-05 00:00:00,81.72
segregation,45,60.76,2023-05-11 00:00:00,84.11
baling,98,62.26,2023-07-25 00:00:00,75.89
segregation,11,69.38,2024-02-23 00:00:00,99.83
segregation,40,61.65,2023-06-19 00:00:00,85.45
baling,42,65.14,2024-02-18 00:00:00,71.1
inward,80,52.2,2023-04-26 00:00:00,76.79
inward,56,52.48,2023-08-07 00:00:00,81.58
baling,37,70.07,2023-01-12 00:00:00,82.84
dispatch,85,92.36,2023-06-20 00:00:00,77.64
dispatch,19,76.74,2023-04-14 00:00:00,75.05
inward,92,72.23,2024-03-02 00:00:00,76.5
baling,1,77.29,2024-01-31 00:00:00,86.87
dispatch,90,92.67,2023-10-30 00:00:00,95.46
inward,12,53.9,2023-09-09 00:00:00,78.3
segregation,98,80.31,2023-03-02 00:00:00,85.92
baling,19,75.01,2023-08-30 00:00:00,70.62
baling,19,50.88,2023-02-25 00:00:00,78.7
dispatch,37,64.94,2023-01-17 00:00:00,91.07
segregation,67,72.22,2024-03-16 00:00:00,93.42
baling,8,58.99,2024-03-16 00:00:00,88.93
inward,53,79.63,2024-03-21 00:00:00,87.61
segregation,89,55.71,2023-11-06 00:00:00,87.01
baling,14,76.3,2023-09-16 00:00:00,78.4
dispatch,22,93.48,2023-10-15 00:00:00,81.97
baling,20,84.73,2023-09-07 00:00:00,91.08
segregation,6,74.44,2023-11-24 00:00:00,80.68
baling,22,53.75,2023-01-22 00:00:00,96.67
dispatch,42,87.99,2023-09-23 00:00:00,78.04
inward,5,66.9,2024-02-24 00:00:00,81.55
inward,62,58.34,2023-07-01 00:00:00,81.62
dispatch,26,58.46,2023-08-29 00:00:00,96.82
dispatch,75,52.5,2023-04-10 00:00:00,91.94
dispatch,89,89.45,2023-05-23 00:00:00,76.31
dispatch,47,71.06,2024-02-26 00:00:00,80.1
baling,37,94.27,2023-07-07 00:00:00,73.77
baling,29,54.51,2023-11-02 00:00:00,77.26
baling,32,56.11,2023-07-14 00:00:00,71.15
baling,96,78.69,2023-12-31 00:00:00,92.95
segregation,69,93.03,2023-12-05 00:00:00,88.19
inward,67,93.5,2023-03-17 00:00:00,90.39
inward,72,68.9,2023-02-24 00:00:00,89.16
dispatch,82,57.18,2023-08-12 00:00:00,99.61
baling,57,83.24,2023-08-26 00:00:00,83.35
dispatch,88,53.67,2023-05-11 00:00:00,83.08
dispatch,9,75.61,2024-02-04 00:00:00,83.26
dispatch,38,70.94,2023-05-28 00:00:00,92.65
dispatch,97,76.61,2023-07-08 00:00:00,96.76
segregation,71,84.1,2023-08-29 00:00:00,94.41
dispatch,37,82.17,2023-07-19 00:00:00,78.69
inward,34,61.16,2023-11-04 00:00:00,87.04
baling,41,98.77,2023-01-03 00:00:00,71.56
baling,36,58.21,2023-10-21 00:00:00,84.05
baling,67,69.1,2023-10-11 00:00:00,98.32
baling,17,77.29,2024-02-21 00:00:00,81.27
baling,27,98.88,2023-01-10 00:00:00,70.61
dispatch,49,82.77,2023-06-08 00:00:00,73.32
baling,2,68.88,2023-07-22 00:00:00,78.39
segregation,27,99.16,2023-07-15 00:00:00,97.36
dispatch,43,79.9,2023-02-14 00:00:00,93.2
segregation,94,73.73,2023-08-25 00:00:00,87.37
segregation,61,57.58,2023-10-28 00:00:00,81.78
inward,39,64.26,2023-06-25 00:00:00,79.36
baling,83,80,2023-07-12 00:00:00,78.83
inward,61,82.03,2024-03-16 00:00:00,97.51
segregation,86,78.47,2024-02-02 00:00:00,77.51
segregation,9,73.28,2024-03-13 00:00:00,95.3
segregation,63,61.68,2023-02-20 00:00:00,91.84
inward,62,96.19,2023-02-03 00:00:00,76.24
dispatch,45,92.66,2023-08-10 00:00:00,98.64
baling,51,84.04,2024-03-17 00:00:00,99.89
inward,29,86.13,2023-02-05 00:00:00,79.67
dispatch,1,76.58,2023-11-17 00:00:00,94.42
segregation,5,73.02,2023-01-04 00:00:00,95.15
inward,53,89.72,2023-04-27 00:00:00,96.05
dispatch,5,59.45,2023-03-11 00:00:00,86.99
segregation,13,90.89,2023-01-06 00:00:00,82.38
inward,95,62.02,2023-03-11 00:00:00,88.42
dispatch,1,76.3,2023-08-22 00:00:00,85.52
dispatch,83,65.35,2024-01-23 00:00:00,84.42
dispatch,4,75.08,2023-04-17 00:00:00,94.13
segregation,34,98.53,2023-07-29 00:00:00,78.22
baling,91,96.62,2023-12-27 00:00:00,89.18
baling,1,58.84,2023-03-01 00:00:00,82.89
inward,5,68.07,2023-09-15 00:00:00,80.15
baling,5,65.19,2023-05-23 00:00:00,85.41
segregation,42,62.53,2023-12-12 00:00:00,71.01
baling,94,69.13,2023-02-24 00:00:00,83.22
inward,34,54.56,2024-02-26 00:00:00,87.44
segregation,28,77.01,2023-03-27 00:00:00,87.98
dispatch,15,84.94,2023-02-16 00:00:00,97.78
dispatch,60,85.73,2023-06-11 00:00:00,75.47
segregation,33,58.33,2023-01-15 00:00:00,79.73
dispatch,80,59.79,2023-05-25 00:00:00,89.18
dispatch,55,76.91,2023-03-13 00:00:00,95.11
dispatch,90,67.75,2023-05-16 00:00:00,74.07
dispatch,35,54.87,2023-11-06 00:00:00,98.18
inward,96,87.26,2023-09-03 00:00:00,90.24
baling,45,73.71,2023-03-27 00:00:00,80.81
dispatch,4,51.5,2023-05-06 00:00:00,73.12
segregation,44,57.38,2024-03-09 00:00:00,79.66
segregation,92,66.41,2023-10-22 00:00:00,73.83
inward,43,52.46,2023-04-07 00:00:00,78.65
baling,69,57.38,2023-10-26 00:00:00,99.49
dispatch,32,52.11,2024-03-11 00:00:00,73.14
dispatch,56,84.82,2024-02-03 00:00:00,99.04
inward,59,78.6,2023-10-07 00:00:00,91.35
segregation,83,92.94,2023-10-22 00:00:00,85.34
inward,58,83.28,2023-03-13 00:00:00,76.15
inward,88,97.93,2023-05-06 00:00:00,88.81
segregation,47,86.1,2024-03-22 00:00:00,84.84
dispatch,89,78.49,2023-10-30 00:00:00,72.26
dispatch,75,64.22,2023-02-22 00:00:00,87.72
dispatch,29,54.87,2024-02-25 00:00:00,81.47
inward,2,86.11,2023-02-12 00:00:00,90.09
baling,66,62.57,2023-05-25 00:00:00,71.86
dispatch,10,76.12,2023-07-15 00:00:00,77.34
inward,86,76.24,2023-04-27 00:00:00,88.85
segregation,1,76.52,2024-02-25 00:00:00,97.62
dispatch,79,72.83,2023-12-25 00:00:00,89.03
segregation,97,94.44,2024-02-04 00:00:00,88.73
segregation,1,84.62,2023-08-25 00:00:00,95.96
segregation,87,77.54,2024-01-27 00:00:00,71.94
inward,100,78.99,2023-06-12 00:00:00,87.83
baling,66,91.01,2023-10-02 00:00:00,87.25
dispatch,18,91.67,2023-02-04 00:00:00,90.73
segregation,25,92.45,2023-12-26 00:00:00,75.62
dispatch,39,99.67,2024-01-31 00:00:00,89.01
dispatch,74,89.78,2023-10-17 00:00:00,72.8
baling,84,58.66,2023-01-29 00:00:00,84.65
dispatch,31,82.04,2023-04-16 00:00:00,91.82
segregation,69,79.38,2023-07-07 00:00:00,81.6
dispatch,37,99.58,2023-03-17 00:00:00,81.86
dispatch,9,97.77,2023-06-19 00:00:00,94.81
baling,16,88.21,2024-01-21 00:00:00,99.58
baling,62,70.96,2023-05-05 00:00:00,79.86
dispatch,9,74.53,2023-11-09 00:00:00,90.88
baling,74,53.55,2023-07-23 00:00:00,80.47
segregation,90,85.81,2023-07-17 00:00:00,85.09
baling,3,58.22,2024-02-15 00:00:00,90.3
segregation,19,69.48,2023-12-20 00:00:00,93.39
baling,86,94.79,2024-03-05 00:00:00,78.94
inward,75,51.27,2023-11-25 00:00:00,80.86
inward,84,75.45,2023-11-07 00:00:00,98.46
dispatch,4,56.21,2023-07-21 00:00:00,78.77
inward,70,84.69,2023-08-31 00:00:00,82.69
segregation,85,58.58,2023-07-03 00:00:00,97.46
baling,40,57.18,2023-10-05 00:00:00,77.29
baling,69,77.81,2023-02-09 00:00:00,81.89
baling,63,91.86,2023-01-31 00:00:00,75.24
dispatch,15,53.54,2023-10-27 00:00:00,76.51
segregation,71,91.08,2023-03-10 00:00:00,98.52
dispatch,71,64.6,2024-01-12 00:00:00,76.67
dispatch,38,55.64,2023-08-10 00:00:00,87.15
dispatch,11,92.94,2023-04-30 00:00:00,97.31
dispatch,34,96.59,2023-07-28 00:00:00,86.37
inward,18,54.59,2023-07-29 00:00:00,71.9
dispatch,25,86.3,2023-07-31 00:00:00,86.56
baling,20,52.98,2023-04-16 00:00:00,95.49
baling,51,62.26,2023-11-17 00:00:00,75.92
baling,93,76.15,2023-07-01 00:00:00,74.36
inward,66,52.75,2023-11-26 00:00:00,81.75
baling,54,71.24,2023-07-07 00:00:00,94.69
baling,65,79.41,2023-11-19 00:00:00,95.77
inward,55,59.47,2023-08-14 00:00:00,75.58
inward,59,87.8,2023-07-04 00:00:00,94.19
inward,47,50.71,2023-09-20 00:00:00,87.04
inward,7,95.21,2023-03-07 00:00:00,90.07
inward,72,68.04,2023-02-10 00:00:00,88.65
dispatch,1,99.49,2023-06-07 00:00:00,84.76
segregation,99,55.98,2023-01-04 00:00:00,82.35
inward,63,55.56,2023-03-06 00:00:00,72.79
dispatch,53,67.41,2023-11-25 00:00:00,83.77
inward,78,98.93,2023-03-17 00:00:00,87.03
dispatch,76,93.62,2023-06-30 00:00:00,72.78
baling,79,64.32,2023-01-26 00:00:00,76.17
dispatch,35,59.63,2023-12-29 00:00:00,82.06
baling,96,76.08,2023-04-27 00:00:00,96.72
dispatch,38,81.35,2023-01-13 00:00:00,77.19
inward,79,77.24,2023-06-30 00:00:00,98.93
dispatch,75,72.25,2024-01-12 00:00:00,90.21
inward,19,56.83,2023-06-23 00:00:00,74.03
baling,13,91.19,2023-07-30 00:00:00,99.33
baling,86,74.74,2023-09-18 00:00:00,83.45
dispatch,87,62.3,2023-11-03 00:00:00,93.35
dispatch,1,65.08,2023-10-29 00:00:00,84.67
inward,86,99.76,2023-08-23 00:00:00,91.6
baling,29,52.94,2023-08-03 00:00:00,94.27
baling,8,71.84,2023-08-23 00:00:00,92.09
baling,39,95.59,2024-03-23 00:00:00,89.29
baling,56,63.04,2023-04-21 00:00:00,85.23
segregation,25,54.17,2024-03-26 00:00:00,96.94
baling,35,61.38,2023-09-23 00:00:00,91.76
segregation,73,71.83,2023-05-25 00:00:00,86.17
dispatch,55,98.3,2023-06-05 00:00:00,79.44
dispatch,51,88.61,2023-08-16 00:00:00,86.33
inward,23,99.85,2023-06-18 00:00:00,93.63
dispatch,53,94.13,2023-05-10 00:00:00,98.46
baling,60,90.14,2023-03-06 00:00:00,77.94
baling,19,81.78,2023-04-27 00:00:00,80.05
inward,49,75.34,2023-02-22 00:00:00,91.58
dispatch,80,58.22,2023-05-15 00:00:00,93.81
baling,5,50.05,2023-12-05 00:00:00,94.04
segregation,86,53.78,2023-04-02 00:00:00,77.19
dispatch,87,83.9,2023-09-22 00:00:00,87.53
baling,29,93.01,2023-02-17 00:00:00,85.57
segregation,48,55.03,2023-08-22 00:00:00,95.94
dispatch,36,98.68,2023-04-21 00:00:00,80.47
segregation,85,89.82,2023-01-17 00:00:00,97.83
dispatch,90,52.67,2023-02-15 00:00:00,74.11
baling,9,80.47,2023-02-06 00:00:00,74.67
baling,67,61.03,2024-03-16 00:00:00,93.79
baling,71,67.25,2024-02-07 00:00:00,72.31
inward,88,93.61,2023-10-02 00:00:00,73.31
baling,96,98.21,2023-05-26 00:00:00,81.05
segregation,78,58.3,2023-07-21 00:00:00,72.81
inward,7,72.72,2024-03-08 00:00:00,77.93
baling,79,56.97,2023-07-09 00:00:00,86.1
dispatch,39,86.39,2023-07-30 00:00:00,99.24
baling,52,84.52,2024-01-06 00:00:00,72.24
segregation,14,53.09,2023-07-20 00:00:00,75.82
inward,54,95.04,2023-04-02 00:00:00,74.44
baling,74,86.49,2023-06-03 00:00:00,74.04
dispatch,80,74.51,2023-12-08 00:00:00,84.19
segregation,9,76.56,2023-03-09 00:00:00,96.06
segregation,84,80.18,2023-09-14 00:00:00,85.56
dispatch,19,60.94,2023-01-25 00:00:00,74.17
baling,83,75.12,2023-03-30 00:00:00,75.62
segregation,61,58.61,2023-04-29 00:00:00,89.85
segregation,74,95.66,2023-06-02 00:00:00,87.71
inward,40,74.41,2023-10-15 00:00:00,96.51
segregation,92,83.83,2023-01-04 00:00:00,71.24
baling,100,54.81,2023-01-13 00:00:00,80.75
segregation,89,76.37,2023-11-21 00:00:00,91.64
baling,58,54.57,2023-12-21 00:00:00,77.64
baling,69,63.66,2023-11-10 00:00:00,85.96
dispatch,4,69.54,2024-01-29 00:00:00,93.04
baling,5,72.72,2023-04-16 00:00:00,77.15
dispatch,99,76.72,2023-01-29 00:00:00,86.89
inward,93,75.63,2023-06-03 00:00:00,87.9
dispatch,40,70.26,2023-07-26 00:00:00,91.97
dispatch,13,58.2,2023-03-12 00:00:00,98.73
segregation,42,64.53,2024-01-25 00:00:00,90.95
dispatch,56,91.19,2023-06-13 00:00:00,75.26
dispatch,24,85.99,2024-02-03 00:00:00,84.39
dispatch,43,62.11,2023-11-07 00:00:00,71.24
dispatch,75,93.34,2023-04-20 00:00:00,94.03
baling,46,70.54,2023-09-27 00:00:00,89.1
inward,98,94.14,2023-08-10 00:00:00,76.63
baling,96,79.15,2023-11-29 00:00:00,90.8
segregation,42,78.78,2023-06-13 00:00:00,92.37
segregation,50,99.65,2024-01-08 00:00:00,71.84
dispatch,1,89.01,2023-06-12 00:00:00,78.22
dispatch,80,81.43,2023-12-15 00:00:00,88.54
dispatch,75,91.98,2023-09-04 00:00:00,82.53
dispatch,54,69.85,2023-12-02 00:00:00,88.21
segregation,73,92.22,2023-07-09 00:00:00,94.82
baling,75,57.92,2023-10-12 00:00:00,81.57
inward,51,76.15,2023-04-27 00:00:00,92.56
baling,86,51.3,2024-03-21 00:00:00,89.96
baling,57,55.02,2023-07-04 00:00:00,93.02
segregation,77,93.35,2024-02-22 00:00:00,71.7
dispatch,14,86.5,2023-07-12 00:00:00,97.33
inward,20,59.1,2024-01-22 00:00:00,80.85
baling,88,63.18,2023-02-10 00:00:00,85.32
dispatch,18,97.25,2023-02-09 00:00:00,98.56
segregation,11,53.16,2023-03-01 00:00:00,75.46
baling,68,68.49,2023-05-04 00:00:00,97.56
segregation,56,61.76,2023-11-06 00:00:00,95.55
inward,54,74.2,2023-06-24 00:00:00,98.78
baling,20,68.17,2023-06-14 00:00:00,99.53
dispatch,59,67.99,2023-04-24 00:00:00,99.59
segregation,54,75.9,2023-04-06 00:00:00,86.17
dispatch,86,64.26,2023-12-16 00:00:00,80.79
baling,29,65.36,2023-10-24 00:00:00,88.81
segregation,25,97.66,2023-10-16 00:00:00,73.14
dispatch,94,57.44,2023-09-16 00:00:00,85.37
dispatch,83,73.39,2023-06-21 00:00:00,90.27
segregation,69,68.27,2023-12-10 00:00:00,88.22
dispatch,82,70.38,2023-07-24 00:00:00,99.98
segregation,28,59.34,2023-07-13 00:00:00,70.77
baling,29,62.94,2023-07-01 00:00:00,82.8
inward,98,85.61,2023-03-22 00:00:00,71.3
inward,72,89.5,2023-05-18 00:00:00,75.14
segregation,21,89.77,2024-01-26 00:00:00,75.41
dispatch,71,53.97,2024-01-25 00:00:00,98.56
inward,40,76.03,2023-09-30 00:00:00,90.03
inward,97,87.57,2023-12-23 00:00:00,85.31
baling,14,90.48,2023-06-04 00:00:00,71.66
segregation,62,86.48,2023-02-23 00:00:00,95.8
segregation,85,96.65,2024-01-01 00:00:00,74.57
segregation,82,51.82,2023-11-07 00:00:00,74.72
segregation,30,68.26,2023-09-08 00:00:00,89.55
dispatch,80,71.18,2024-01-16 00:00:00,97.61
dispatch,21,91.81,2023-05-27 00:00:00,73.49
dispatch,70,82.84,2024-01-04 00:00:00,84.59
segregation,15,56.44,2023-11-28 00:00:00,71.4
inward,85,77.21,2023-11-10 00:00:00,88.57
dispatch,14,59.94,2023-01-01 00:00:00,80.98
inward,27,83.42,2023-06-28 00:00:00,94.56
segregation,65,83.91,2024-02-22 00:00:00,83.38
inward,16,52.53,2023-04-20 00:00:00,89.39
dispatch,43,55.75,2023-11-16 00:00:00,73.85
dispatch,65,83.55,2023-02-13 00:00:00,88.41
segregation,93,91.79,2023-10-22 00:00:00,88.07
baling,98,94.05,2023-02-04 00:00:00,91.65
dispatch,57,98.12,2023-05-26 00:00:00,83.55
baling,100,98.36,2023-12-03 00:00:00,80.24
segregation,7,77.29,2023-07-04 00:00:00,95.83
dispatch,14,83.74,2023-12-09 00:00:00,99.37
dispatch,51,71.43,2023-09-20 00:00:00,94.58
dispatch,67,53.48,2023-07-18 00:00:00,76.27
inward,94,90.93,2023-01-30 00:00:00,87.24
dispatch,55,72.12,2024-01-17 00:00:00,88.03
baling,68,83.59,2023-07-31 00:00:00,73.77
inward,65,86.98,2023-05-05 00:00:00,82.46
baling,8,72.91,2023-09-19 00:00:00,71.31
inward,98,81.44,2023-10-17 00:00:00,85.11
baling,65,61.05,2023-11-01 00:00:00,94.21
dispatch,74,88.69,2023-04-01 00:00:00,77.26
inward,90,98.4,2023-08-20 00:00:00,82.35
dispatch,17,54.84,2023-08-04 00:00:00,79.9
inward,17,78.27,2023-05-11 00:00:00,74.65
dispatch,6,95.69,2023-04-22 00:00:00,91.73
segregation,18,75.03,2023-05-25 00:00:00,92.33
dispatch,26,97.13,2023-04-25 00:00:00,87.94
dispatch,56,87.86,2023-10-03 00:00:00,79.17
baling,29,93.47,2024-02-06 00:00:00,82.28
inward,3,52.81,2024-01-22 00:00:00,81.28
segregation,12,59.4,2023-10-19 00:00:00,95.7
dispatch,78,61.35,2023-04-06 00:00:00,87.63
baling,53,50.37,2023-03-31 00:00:00,86.44
dispatch,81,80.73,2023-04-22 00:00:00,82.3
segregation,86,95.38,2023-11-28 00:00:00,97.68
dispatch,39,62.52,2024-03-01 00:00:00,98.13
inward,35,75.91,2024-03-14 00:00:00,93.84
dispatch,14,90.26,2023-07-26 00:00:00,79.01
baling,76,89.61,2023-04-12 00:00:00,84.44
segregation,64,80.92,2023-10-10 00:00:00,91.77
baling,20,51.63,2023-06-04 00:00:00,96.72
inward,98,55.55,2024-03-08 00:00:00,98.62
segregation,86,63.43,2023-02-07 00:00:00,96.38
baling,70,73.99,2024-02-17 00:00:00,91.13
dispatch,65,83.96,2023-01-06 00:00:00,90.07
baling,82,60.55,2024-01-24 00:00:00,90.74
baling,70,69.25,2023-06-02 00:00:00,78.8
dispatch,90,79.18,2023-05-29 00:00:00,88.91
dispatch,30,89.17,2023-05-20 00:00:00,78.89
segregation,32,55.34,2024-02-19 00:00:00,74.6
dispatch,12,64.52,2024-03-25 00:00:00,85.78
segregation,40,87.97,2024-01-13 00:00:00,99.11
baling,70,56.8,2024-01-05 00:00:00,88.25
dispatch,87,92.36,2023-01-06 00:00:00,94.54
dispatch,75,55.11,2023-09-14 00:00:00,79.21
dispatch,67,58.95,2023-06-28 00:00:00,81.76
baling,81,50.22,2023-10-07 00:00:00,96.71
segregation,56,70.9,2024-02-21 00:00:00,96.93
inward,11,61.32,2024-01-18 00:00:00,90.3
dispatch,51,97.8,2024-01-06 00:00:00,74.85
inward,64,89.96,2023-03-21 00:00:00,85.29
dispatch,76,67.5,2023-12-26 00:00:00,74.62
baling,28,80.4,2024-02-28 00:00:00,82.83
baling,96,71.38,2023-09-22 00:00:00,70.98
baling,95,86.44,2023-07-19 00:00:00,86.56
segregation,26,87.95,2023-10-31 00:00:00,96.17
segregation,61,90.79,2024-02-22 00:00:00,89.65
segregation,43,63,2023-07-17 00:00:00,70.57
dispatch,43,71.24,2023-10-16 00:00:00,96.95
inward,11,60.48,2023-03-07 00:00:00,82.39
baling,76,93.29,2023-06-09 00:00:00,89.18
baling,6,79.34,2023-10-14 00:00:00,88.92
dispatch,35,95.72,2023-09-05 00:00:00,77.42
baling,69,66.18,2023-06-06 00:00:00,89.64
baling,69,74.98,2023-10-27 00:00:00,78.34
dispatch,71,56.62,2023-10-04 00:00:00,73.51
baling,19,59.67,2023-05-04 00:00:00,88.87
baling,84,63.54,2023-11-02 00:00:00,92.17
segregation,23,90.55,2023-03-18 00:00:00,72.81
dispatch,9,96.68,2023-12-12 00:00:00,75.21
dispatch,7,72.42,2023-06-17 00:00:00,74.8
dispatch,69,57.32,2023-11-06 00:00:00,98.37
segregation,13,61.8,2023-04-01 00:00:00,73.78
baling,75,71.54,2023-03-31 00:00:00,77.29
inward,50,79.4,2023-12-20 00:00:00,90.76
segregation,22,89.14,2023-06-02 00:00:00,77.04
inward,2,72.81,2023-04-27 00:00:00,77.38
segregation,12,91.13,2024-02-11 00:00:00,74.22
inward,38,90.39,2024-01-29 00:00:00,76.91
segregation,84,82.02,2023-05-25 00:00:00,76.41
dispatch,45,50.72,2023-10-19 00:00:00,95.62
baling,29,79.43,2023-03-19 00:00:00,73.2
baling,81,79.83,2023-04-29 00:00:00,84.81
baling,35,75.31,2023-05-24 00:00:00,83.26
dispatch,74,52.1,2024-01-05 00:00:00,87.89
baling,4,69.44,2023-01-21 00:00:00,95.76
segregation,91,70.6,2023-09-15 00:00:00,75.32
dispatch,69,52.19,2023-03-21 00:00:00,88.33
inward,46,89.02,2023-01-02 00:00:00,74.23
segregation,10,59.98,2023-02-03 00:00:00,75.36
dispatch,99,62.08,2023-07-10 00:00:00,80.44
segregation,21,89.88,2023-11-03 00:00:00,94.35
segregation,77,71.6,2023-10-10 00:00:00,94.81
inward,28,92.06,2023-12-23 00:00:00,97.86
baling,47,91.3,2023-03-04 00:00:00,90.31
baling,85,56.44,2023-07-28 00:00:00,82.54
baling,87,53.11,2023-05-07 00:00:00,99.67
segregation,34,91.44,2023-06-20 00:00:00,91.67
baling,29,76.2,2023-04-08 00:00:00,98.08
dispatch,100,92.58,2023-06-22 00:00:00,77.07
segregation,29,89.67,2023-07-13 00:00:00,89.39
inward,58,97.97,2023-02-28 00:00:00,87.96
baling,52,52.05,2024-01-13 00:00:00,75.41
segregation,60,88.12,2023-12-28 00:00:00,86.88
segregation,7,68.08,2023-01-03 00:00:00,70.12
inward,63,92.31,2024-01-15 00:00:00,70.74
baling,22,67.74,2023-04-03 00:00:00,91.31
inward,2,97.56,2023-02-13 00:00:00,72.81
segregation,72,82.91,2023-09-12 00:00:00,82.08
baling,39,87.03,2024-03-23 00:00:00,91.66
segregation,44,60.16,2023-05-14 00:00:00,80.67
segregation,32,70.5,2024-01-16 00:00:00,93.14
inward,30,68.91,2024-02-15 00:00:00,98.78
baling,10,74.1,2023-06-22 00:00:00,70.04
dispatch,87,96.77,2023-08-08 00:00:00,76.36
baling,10,66.12,2023-09-15 00:00:00,71.01
baling,19,65.46,2023-01-21 00:00:00,92.55
inward,1,56.11,2023-08-12 00:00:00,74.08
inward,65,75.25,2023-08-12 00:00:00,82.53
segregation,35,50.7,2023-12-06 00:00:00,82.05
dispatch,81,84.84,2024-01-31 00:00:00,71.65
inward,44,93.82,2023-11-22 00:00:00,71.06
